,title,publication_date,source,doi,abstract,tags,authors,url,citation_count,search_string
1413,"Maize yield and profitability tradeoffs with social, human and environmental performance: Is sustainable intensification feasible?",2018-01-01,Agricultural Systems,10.1016/J.AGSY.2018.01.012,"Abstract Sustainable intensification (SI) has been regarded as the basis for environmentally sound and equitable agricultural development. Field based assessment of technologies needs to move beyond production and economic performance to include environment, social and human condition. In this study we systematically consider all five domains of SI based on participatory action research (PAR) initiated in 2012 at three Central Malawi sites that varied in agroecology from low to high potential. Fifteen SI indicators were assessed for four technologies: sole maize (Zea mays L.) with 0 and recommended fertilization (69 kg N ha− 1 and 9 kg P ha− 1), pigeonpea (Cajanus Cajun (L.) Millsp.)-maize intercrop (half rate fertilizer), and doubled up legume rotation (DLR, a pigeonpea-groundnut intercrop) sequenced with maize at half rate fertilizer in that phase. Through radar charts SI performance and tradeoffs were visualized, and causal loop analysis allowed identification of research gaps. SI indicator assessments included crop performance from on-farm trials, profitability, modeled probability of food sufficiency, risk of crop failure and ratings of technologies by women farmers who were engaged in evaluation of technologies through participatory research. The PAR included six mother trials, 236 baby trial farmers and a survey that was carried out with 324 farmers (baby trial farmers plus control farmers) to document socio-economic factors and management practices on focal fields. Replicated mother trials further provided the basis for simulation modeling (APSIM) of weather-associated crop failure risk and slow processes such as soil carbon (C) accrual. Radar charts were used to visualize SI performance of the technologies. Environmental performance of the two pigeonpea-diversified technologies was variable, but generally high compared with sole maize systems, due to gains in vegetative biomass, duration of cover and biological nitrogen (N) fixation. Maize production and economic assessment varied by site, and with steeper tradeoffs for legume diversification in the mesic site, less so in the marginal site. The domains of social and human capacity building were superior for legume integration, notably in terms of diverse diet, food security and farmer preferences (notably, female farmers generally favored legume crops). Performance varied by site with legume systems most beneficial at the most marginal site, including less risk of crop failure than unfertilized maize. Causal loop analyses identified regulators of SI that require further attention, notably: crop-livestock conflicts and opportunities, male-female control of legume crop production, and residue management. Overall, the SI indicators framework provided a systematic means to consider tradeoffs and opportunities associated with novel crop combinations and management practices.","Simulation modeling,Profitability index,Participatory action research,Food security,Economics,Diversification (marketing strategy),Crop,Causal loop diagram,Agroforestry,Agroecology,Sustainable agriculture,Sustainability organizations,Sustainability,Sustainability,Population,Natural resource economics,Systems simulation,Simulation modelling,Simulation,Nitrogen management,Management practices,Environmental resource management,Nitrogen cycle,Incentive,Fertilizer,Monoculture,Intercropping,Herbivore,Rural area,Nonfarm payrolls,Job creation,Sustainable food production,Research council,Political science,Sustainable agriculture,Monoculture,Green Revolution,Sustainability,Procedural justice,Food systems","Sieglinde S. Snapp,Philip Grabowski,Regis Chikowo,Alex Smith,Erin Anders,Dorothy Sirrine,Vimbayi Chimonyo,Mateete Bekunda,David Tilman,Kenneth G. Cassman,Pamela A. Matson,Rosamond L. Naylor,Stephen Polasky,Bill Davies,David Baulcombe,Ian Crute,Jim Dunwell,Mike Gale,Dean P. Holzworth,Neil I. Huth,Peter G. deVoil,Eric J. Zurcher,Neville I. Herrmann,Kenneth G Cassman,Achim R. Dobermann,Daniel T Walters,G. Philip Robertson,Peter M. Vitousek,Deborah K. Letourneau,Inge Armbrecht,Beatriz Salguero Rivera,James Montoya Lerma,Elizabeth Jiménez Carmona,Thomas Jayne,Jordan Chamberlin,Derek Headey,Christine H. Foyer,Hon Ming Lam,Henry T. Nguyen,Kadambot H.M. Siddique,Rajeev K. Varshney,Sieglinde S. Snapp,Malcolm J. Blackie,Robert A. Gilbert,Rachel Bezner-Kerr,George Y. Kanyama-Phiri,Jacqueline Loos,David J Abson,M Jahi Chappell,Jan Hanspach,Friederike Mikulcak",https://cgspace.cgiar.org/handle/10568/92552,19,Agroecology Carbon Market Mitigation Credit
1414,"Analysis of management and site factors to improve the sustainability of smallholder coffee production in Tarrazú, Costa Rica",2012-01-01,"Agriculture, Ecosystems & Environment",10.1016/J.AGEE.2012.04.013,"Abstract Many coffee agroecosystems in Latin America have been transformed with the goal of maximizing yields. In these intensively managed farming systems, inorganic fertilizers are commonly used, with important agronomic, economical and ecological consequences. This study reviews the relationship between fertilizer application, coffee yield and quality indicators and soil chemical properties in coffee farms of the Los Santos region in Costa Rica. The mean nitrogen (N) input rate in farms employing inorganic fertilizer was 212 ± 16.7 kg ha−1 y−1. Yield reported by farmers had a positive marginally significant relationship with nutrient application rates. Cup quality attribute responded positively to calcium oxide (CaO) applications. Variables related to production and quality indicators were number of fungicide applications, soil exchangeable calcium (Ca) and acidity, elevation of the terrain, and number of stems per plant. Soil exchangeable Ca was positively correlated with the ratio of crop yield per unit of applied N fertilizer. In those farms with higher N input rates, soil pH was significantly lower. We suggest that the N saturation hypothesis developed for temperate forests under N atmospheric deposition is applicable to this perennial agroecosystem. This hypothesis predicts changes in the soil chemistry and nutrient retention capacity, and a reduction of Net Primary Productivity (NPP).","Soil water,Soil pH,Soil chemistry,Soil acidification,Fertilizer,Crop yield,Biology,Agronomy,Agroecosystem,Agroecology,Soil water,Soil pH,Soil classification,Terrestrial ecosystem,Nitrogen cycle,Nitrogen,Statistics,Principal component analysis,Multivariate statistics,Nitrogen management,Management practices,Environmental resource management,Temperate forest,Saturation (chemistry),Nitrogen deposition,Vegetation,Temperate climate,Species richness,Sustainability,Specialty coffee,Revenue,Toxicity,Soil water,Soil pH,Sowing,Nitrous oxide,Nitrogen,Water resources,Nutrient management,Nutrient cycle","Sebastian Castro-Tanzi,Thomas Dietsch,Natalia Urena,Lucia Vindas,Mark Chandler,J.H. Guo,X.J. Liu,Y. Zhang,J.L. Shen,W.X. Han,Peter M. Vitousek,John D. Aber,Robert W. Howarth,Gene E. Likens,Pamela A. Matson,Alvin C. Rencher,Kenneth G Cassman,Achim R. Dobermann,Daniel T Walters,John Aber,William McDowell,Knute Nadelhoffer,Alison Magill,Glenn Berntson,Patricia Moguel,Victor M. Toledo,Benoit Daviron,Stefano Ponte,Emmanuel Delhaize,Peter R. Ryan,John Hoben,Ron Gehl,Neville Millar,Peter Grace,G Robertson,L. E. Drinkwater,S. S. Snapp",http://www.uvm.edu/~agroecol/CastroTanziSEtAl_Site&ManagementSustainabilityCoffeeCostaRica_12.pdf,58,Agroecology Carbon Market Mitigation Credit
1415,SRI: An agroecological strategy to meet multiple objectives with reduced reliance on inputs,2017-01-01,Agroecology and Sustainable Food Systems,10.1080/21683565.2017.1334738,"As climate and other conditions constrain agriculture, sustainable food systems will need to evolve, producing to the extent possible more output with less inputs. The System of Rice Intensification (SRI) is an agroecologically based methodology for crop management that raises yields by reducing rather than increasing inputs. This article explains with scientific justifications how it is possible to produce more food with less seed (lower plant density), less water, less fertilizer and agrochemicals, and often less labor. Lowering costs raises farmers’ incomes by more than their production increases. With SRI, reductions are made also in climate-change impacts and greenhouse gas emissions.","System of Rice Intensification,Sustainable agriculture,Greenhouse gas,Fertilizer,Economics,Climate change,Agronomy,Agroforestry,Agroecology,Agrochemical,Agriculture,Real income,Per capita,Land use, land-use change and forestry,Sustainable development,Sustainability,Natural resource,Phyllosphere,Microbiology,Microbial ecology,System of Rice Intensification,Resource poor,Irrigation,Soil ecology,Soil biology,Environmental science,Sustainable agriculture,Sustainability,Social organization,Water supply,Water resources,Water resource management,Soil retrogression and degradation,Soil quality,Soil organic matter,Symbiosis,Siderophore,Rhizosphere,Yield risk,System of Rice Intensification,Risk aversion","Norman Uphoff,David Tilman,Christian Balzer,Jason Hill,Belinda L. Befort,P. A. Matson,W. J. Parton,A. G. Power,M. J. Swift,Steven E. Lindow,Maria T. Brandl,Willem A. Stoop,Norman Uphoff,Amir Kassam,David C Coleman,D. A Jr. Crossley,Paul F Hendrix,Miguel A. Altieri,M. Falkenmark,J. Rockström,Norman Thomas Uphoff,Roberto Pinton,Zeno Varanini,Paolo Nannipieri,Christopher B. Barrett,Christine M. Moser,Oloro V. McHugh,Joeli Barison",https://www.tandfonline.com/doi/abs/10.1080/21683565.2017.1334738,6,Agroecology Carbon Market Mitigation Credit
1416,Agroecological Responses of Heavy Metal Pollution with Special Emphasis on Soil Health and Plant Performances,2017-01-01,Frontiers in Environmental Science,10.3389/FENVS.2017.00064,"Following the modern-day urbanization and industrialization, heavy metal contamination has become a prime concern for today’s society. Starting from the agricultural soil in our food basket these heavy metals and metalloids, like - Cr, Mn, Co, Ni, Cu, Zn, Cd, Sn, Hg,Pb and others, showing significant toxic impacts. The intensification of agricultural land-use and changes in farming practices along with technological advancement has led to heavy metal pollution in soil. Metals/ metalloids concentrations in the soil are increasing at alarming rate due to modern day agricultural practices as these could not be degraded and affect plant growth, food safety and soil microflora. The biological and geological reorganization of heavy metal depends chiefly on green plants and their metabolism. Metal toxicity has direct effects and importance to flora that forms the integral component of ecosystem. Altered biochemical, physiological and metabolic processes are found in plants growing in regions of high metal pollution. However, metals like Cu, Mn, Co, Zn and Cr are required in trace amounts by plants for their metabolic activities. The present review aims to catalogue major published works related to heavy metal contamination in modern day agriculture, and draw a possible road map towards future research in this domain.","Soil health,Metalloid,Metal toxicity,Food safety,Ecosystem,Ecology,Contamination,Biology,Agroecology,Agriculture,Toxicology,Population,Pollution,Thioredoxin,Signal transduction,Reactive oxygen species,Waste management,Phytoremediation,Phytoextraction process,Soil water,Soil contamination,Soil classification,Soil contamination,Pollution,Pollutant,Wastewater,Toxicology,Soil water,Signalling molecules,Ros signalling,Ros homeostasis,Vacuole,Metallothionein,Metallophyte,Signal transduction,Ros signaling,Reactive oxygen species,Signalling,Signal transduction,Redox","Vaibhav Srivastava,Abhijit Sarkar,Sonu Singh,Pooja Singh,Lars Järup,Magdalena L. Circu,Tak Yee Aw,Hazrat Ali,Ezzat Khan,Muhammad Anwar Sajad,Binggan Wei,Linsheng Yang,P. C. Nagajyoti,K. D. Lee,T. V. M. Sreekanth,S. Khan,Q. Cao,Y.M. Zheng,Y.Z. Huang,Y.G. Zhu,Benoît D'Autréaux,Michel B. Toledano,J.L. Hall,Ron Mittler,Sandy Vanderauwera,Nobuhiro Suzuki,Gad Miller,Vanesa B. Tognetti,Kira M. Holmström,Toren Finkel",https://www.frontiersin.org/articles/10.3389/fenvs.2017.00064/full,27,Agroecology Carbon Market Mitigation Credit
1417,Social Innovation and Sustainable Rural Development: The Case of a Brazilian Agroecology Network,2016-01-01,Sustainability,10.3390/SU9010003,"Food is central to human beings and their social life. The growing industrialization of the food system has led to a greater availability of food, along with an increasing risk perception and awareness in consumers. At the same time, there is an increasing resistance from citizens to the dominant model of production and a growing demand for healthy food. As a consequence, an increasing number of social networks have been formed worldwide involving the collaboration between producers and consumers. One of these networks, the Ecovida Agroecology Network, which operates in Southern Brazil, involves farming families, non-governmental organizations, and consumer organizations, together with other social actors. Using a qualitative approach based on participant observation and an analysis of documents, the article examines this network. The theoretical framework used is social innovation, which is commonly recognized as being fundamental in fostering rural development. Results show that Ecovida has instigated innovations that relate to its horizontal and decentralized structure, its participatory certification of organic food, and its dynamic relationship with the markets based on local exchanges and reciprocal relations. Furthermore, such innovation processes have been proven to impact on public sector policies and on the increasing cooperation between the social actors from rural and urban areas.","Social network,Public sector,Participant observation,Industrialisation,Food systems,Environmental resource management,Economics,Economic growth,Consumer Organizations,Agroecology,Agriculture,Social science,Short food supply chains,Rural development,Vitality,Sociology,Social science,Sociology,Social science,Social innovation,Quality assurance,Purchasing,Organic product,Humanities,Botany,Biology,Supply chain,Social network,Social capital,Social capital,Rural area,Public economics,Sociology,Humanities,Economy","Oscar José Rover,Bernardo Corrado de Gennaro,Luigi Roselli,Henk Renting,Terry K Marsden,Jo Banks,Stefan Neumeier,Bettina B. Bock,Giovanna Sacchi,Vincenzina Caputo,Rodolfo M. Nayga,Arturo Casieri,Bernardo De Gennaro,Umberto Medicamento,Arturo Casieri,Bernardo De Gennaro,Umberto Medicamento,Arturo Casieri,Concetta Nazzaro,Luigi Roselli,Bianca Cristina Aléssio,Oscar José Rover",https://econpapers.repec.org/article/gamjsusta/v_3a9_3ay_3a2016_3ai_3a1_3ap_3a3-_3ad_3a85882.htm,20,Agroecology Carbon Market Mitigation Credit
1418,Agroecology and healthy food systems in semi-humid tropical Africa: Participatory research with vulnerable farming households in Malawi.,2017-01-01,Acta Tropica,10.1016/J.ACTATROPICA.2016.10.022,"Abstract This paper assesses the relationship between agroecology, food security, and human health. Specifically, we ask if agroecology can lead to improved food security and human health among vulnerable smallholder farmers in semi-humid tropical Africa. The empirical evidence comes from a cross-sectional household survey (n = 1000) in two districts in Malawi, a small country in semi-humid, tropical Africa. The survey consisted of 571 agroecology-adoption and 429 non-agroecology-adoption households. Ordered logistics regression and average treatment effects models were used to determine the effect of agroecology adoption on self-reported health. Our results show that agroecology-adoption households (OR = 1.37, p = 0.05) were more likely to report optimal health status, and the average treatment effect shows that adopters were 12% more likely to be in optimal health. Furthermore, being moderately food insecure (OR = 0.59, p = 0.05) and severely food insecure (OR = 0.89, p = 0.10) were associated with less likelihood of reporting optimal health status. The paper concludes that with the adoption of agroecology in the semi-humid tropics, it is possible for households to diversify their crops and diets, a condition that has strong implications for improved food security, good nutrition and human health.","Tropics,Socioeconomics,Participatory action research,Immunology,Food security,Empirical evidence,Crop diversity,Biology,Average treatment effect,Agroforestry,Agroecology,Agriculture,Wasting,Surgery,Severe Acute Malnutrition,Socioeconomic status,Population,Multiple Indicator Cluster Surveys,Summit,Population,Nationality,Statistics,Propensity score matching,Mathematics,Truncation,Statistics,Sampling (statistics),Subsidy,Green Revolution,Government,Weighting,Statistics,Right heart catheterization,Socioeconomics,Population,Market access,Sustainable Agriculture Innovation Network,Socioeconomics,Rural area,Zero Budget Farming,Natural farming,Mixed farming","Hanson Nyantakyi-Frimpong,Joseph Kangmennaang,Rachel Bezner Kerr,Isaac Luginaah,Laifolo Dakishoni,Esther Lupafya,Lizzie Shumba,Mangani Katundu,Robert E Black,Cesar G Victora,Susan P Walker,Zulfiqar A Bhutta,Parul Christian,Deon Filmer,Lant H. Pritchett,Shelley McGuire,Sascha O. Becker,Andrea Ichino,Shaun R Seaman,Ian R White,Glenn Denning,Patrick Kabambe,Pedro Sanchez,Alia Malik,Rafael Flor,Keisuke Hirano,Guido W. Imbens,Kibrom T. Sibhatu,Vijesh V. Krishna,Matin Qaim,Paul Collier,Stefan Dercon,Claire Kremen,Albie Miles",http://europepmc.org/abstract/MED/27983973,9,Agroecology Carbon Market Mitigation Credit
1419,“Brasilience:” Assessing Resilience in Land Reform Settlements in the Brazilian Cerrado,2015-01-01,Human Ecology,10.1007/S10745-015-9770-0,"This study assessed the socioecological resilience of family farms in three land reform settlements in Mato Grosso, Brazil, located in the ecologically threatened Cerrado biome. Using focus groups, a household survey, and analysis of soil samples we characterized farming systems and quantified indicators of resilience, which we contextualized with a qualitative analysis of distributions of power and access to rights and resources. In Mato Grosso, where diversified agriculture is a marginal presence in an industrialized agricultural landscape, none of the communities were achieving participant-defined threshold levels of any measured indicator of resilience. However, farmers who were members of a marketing cooperative selling produce through a federal public procurement program had significantly greater agrobiodiversity, plant-available soil phosphorus, household food self-sufficiency, and access to stable markets. Our pilot study suggests that the convergence of grassroots mobilization and political-institutional change is a central leverage point for developing more resilient food systems.","Psychological resilience,Land reform,Human settlement,Food systems,Food sovereignty,Environmental resource management,Environmental protection,Economics,Agroecology,Agriculture,Agricultural biodiversity,Umbrella species,Regional Red List,Red List Index,Water resources,Sustainability,Socio-hydrology,Sustainable development,Sustainability,Socio-ecological system,Vegetation,Native forest,Legislation,Water cycle,Physical geography,Global warming,Sustainable development,Sustainability,Natural resource,Globalization,Geopolitics,Genealogy,Tropics,Pasture,Land use,Zero Budget Farming,Natural farming,Mixed farming,Sustainable agriculture,Sustainability,Food systems","Jennifer Blesh,Hannah Wittman,Norman Myers,Russell A. Mittermeier,Cristina G. Mittermeier,Gustavo A. B. da Fonseca,Jennifer Kent,Elinor Ostrom,Steve Carpenter,Brian Walker,J. Marty Anderies,Nick Abel,Britaldo Soares-Filho,Raoni Rajão,Marcia Macedo,Arnaldo Carneiro,William Costa,Eric A. Davidson,Alessandro C. de Araújo,Paulo Artaxo,Jennifer K. Balch,I. Foster Brown,P. A. Matson,W. J. Parton,A. G. Power,M. J. Swift,Philip McMichael,Marcia N. Macedo,Ruth S. DeFries,Douglas C. Morton,Claudia M. Stickler,Gillian L. Galford,Claire Kremen,Albie Miles,Stephen R. Gliessman",https://link.springer.com/article/10.1007/s10745-015-9770-0,10,Agroecology Carbon Market Mitigation Credit
1420,Climate variability and yield risk in South Asia's rice-wheat systems: emerging evidence from Pakistan,2017-01-01,Paddy and Water Environment,10.1007/S10333-016-0544-0,"Rice and wheat are the principal calorie sources for over a billion people in South Asia, although each crop is particularly sensitive to the climatic and agronomic management conditions under which they are grown. Season-long heat stress can reduce photosynthesis and accelerate senescence; if extreme heat stress is experienced during flowering, both rice and wheat may also experience decreased pollen viability and stigma deposition, leading to increased grain sterility. Where farmers are unable to implement within-season management adaptations, significant deviations from expected climatic conditions would affect crop growth, yield, and therefore have important implications for food security. The influence of climatic conditions on crop growth have been widely studied in growth chamber, greenhouse, and research station trials, although empirical evidence of the link between climatic variability and yield risk in farmers’ fields is comparatively scarce. Using data from 240 farm households, this paper responds to this gap and isolates the effects of agronomic management from climatic variability on rice and wheat yield risks in eight of Pakistan’s twelve agroecological zones. Using Just and Pope production functions, we tested for the effects of crop management practices and climatic conditions on yield and yield variability for each crop. Our results highlight important risks to farmers’ ability to obtain reliable yield levels for both crops. Despite variability in input use and crop management, we found evidence for the negative effect of both season-long and terminal heat stress, measured as the cumulative number of days during which crop growth occurred above critical thresholds, though wheat was considerably more sensitive than rice. Comparing variation in observed climatic parameters in the year of study to medium-term patterns, rice, and wheat yields were both negatively affected, indicative of production risk and of farmers’ limited capacity for within-season adaptation. Our findings suggest the importance of reviewing existing climate change adaptation policies that aim to increase cereal farmers’ resilience in Pakistan, and more broadly in South Asia. Potential agronomic and extension strategies are proposed for further investigation.","Psychological resilience,Pollen,Greenhouse,Food security,Economics,Crop,Agronomy,Agroforestry,Agroecology,Agriculture,Adaptive capacity,South asia,Natural resource economics,Malnutrition,Hot Temperature,Growing season,Greenhouse effect,Tropics,Representative Concentration Pathways,Food security,Tropics,Temperate climate,Subtropics,Simulation modeling,Oryza sativa,Global warming,Precipitation,Greenhouse effect,Global warming,Microeconomics,Greenhouse gas,Global warming,Water-use efficiency,Water use,Population,Vulnerability,Subsistence economy,Subsistence agriculture,Zea mays,Oryza,Environmental monitoring","Muhammad Arshad,T. S. Amjath-Babu,Timothy J. Krupnik,Sreejith Aravindakshan,Azhar Abbas,Harald Kächele,Klaus Müller,David B. Lobell,Marshall B. Burke,Claudia Tebaldi,Michael D. Mastrandrea,Walter P. Falcon,Wolfram Schlenker,Michael J. Roberts,Cynthia Rosenzweig,Joshua Elliott,Delphine Deryng,Alex C. Ruane,Christoph Müller,David. S. Battisti,Rosamond L. Naylor,Shaobing Peng,Jianliang Huang,John E. Sheehy,Rebecca C. Laza,Romeo M. Visperas,Robert Mendelsohn,William D. Nordhaus,Daigee Shaw,Olivier Deschenes,Michael Greenstone,Jerry L. Hatfield,Kenneth J. Boote,B. A. Kimball,Lewis A. Ziska,Roberto C. Izaurralde,John F. Morton,Deepak K. Ray,James S. Gerber,Graham K. MacDonald,Paul C. West",https://link.springer.com/article/10.1007/s10333-016-0544-0,22,Agroecology Carbon Market Mitigation Credit
1421,Selection of native trees for intercropping with coffee in the Atlantic Rainforest biome,2010-01-01,Agroforestry Systems,10.1007/S10457-010-9340-9,"A challenge in establishing agroforestry systems is ensuring that farmers are interested in the tree species, and are aware of how to adequately manage these species. This challenge was tackled in the Atlantic Rainforest biome (Brazil), where a participatory trial with agroforestry coffee systems was carried out, followed by a participatory systematisation of the farmers experiences. Our objective was to identify the main tree species used by farmers as well as their criteria for selecting or rejecting tree species. Furthermore, we aimed to present a specific inventory of trees of the Leguminosae family. In order to collect the data, we reviewed the bibliography of the participatory trial, visited and interviewed the farmers and organised workshops with them. The main farmers’ criteria for selecting tree species were compatibility with coffee, amount of biomass, production and the labour needed for tree management. The farmers listed 85 tree species; we recorded 28 tree species of the Leguminosae family. Most trees were either native to the biome or exotic fruit trees. In order to design and manage complex agroforestry systems, family farmers need sufficient knowledge and autonomy, which can be reinforced when a participatory methodology is used for developing on-farm agroforestry systems. In the case presented, the farmers learned how to manage, reclaim and conserve their land. The diversification of production, especially with fruit, contributes to food security and to a low cost/benefit ratio of agroforestry systems. The investigated agroforestry systems showed potential to restore the degraded landscape of the Atlantic Rainforest biome.","Rainforest,Introduced species,Food security,Diversification (marketing strategy),Biome,Biology,Biodiversity,Agroforestry,Agroecology,Agriculture,Umbrella species,Regional Red List,Red List Index,Sustainability,Soil quality,Poverty,Marketing,Engineering,Ecotourism,Morelia,Latin Americans,Ecology,Habitat,Framing (construction),Ecology,Geography,Forestry,Atlas (anatomy),Tropics,Empirical literature,Citizen journalism,Project management,Program evaluation,Process management,Rhizobia,Nitrogen fixation,Genetic structure,Systems design,Soil conservation,Participatory development","Helton N. Souza,Irene M. Cardoso,José M. Fernandes,Flávia C. P. Garcia,Verônica R. Bonfim,Alvori C. Santos,Anôr F. Carvalho,Eduardo S. Mendonça,Norman Myers,Russell A. Mittermeier,Cristina G. Mittermeier,Gustavo A. B. da Fonseca,Jennifer Kent,Shibu Jose,Gwilym Lewis,Celia A. Harvey,Oliver Komar,Robin Chazdon,Bruce G. Ferguson,Bryan Finegan,John Vandermeer,Ivette Perfecto,C.M.R. Costa,Belo Horizonte (Brazil) por Fundacao Biodiversitas,G. Hermann,C.S. Martins,L.V. Lins,D.E. Mercer,Boru Douthwaite,Thomas Kuby,Elske van de Fliert,Steffen Schulz,Janet I. Sprent,I.M Cardoso,I Guijt,F.S Franco,A.F Carvalho,P.S Ferreira Neto",https://www.researchgate.net/profile/Eduardo_Mendonca2/publication/226518627_Selection_of_native_trees_for_intercropping_with_coffee_in_the_Atlantic_Rainforest_biome/links/00b7d5304c0d2d1954000000.pdf,55,Agroecology Carbon Market Mitigation Credit
1422,Balancing the Needs of China's Wetland Conservation and Rice Production.,2015-01-01,Environmental Science & Technology,10.1021/ES505988Z,"China’s rice policy for protecting paddy fields and constructing rice production bases is in conflict with its wetland conservation strategy. The policy will increase the rice planting area, the loss of remaining wetlands, and environmental pollution, with intensive application of fertilizers and heavy use of pesticides. The key to resolving this conflict is to bring rice production in compliance with wetland conservation and sustainable agriculture. An operational, sound regulatory program is needed to improve China’s wetland conservation. Using wetland conservation in the US as an example, we argue that more effective technical guidelines for wetland inventory and monitoring are necessary to support the implementation of the regulatory program. Agricultural conservation programs are also needed to stop further wetland loss from agricultural usages. An ecoagricultural strategy and practice should be adopted for rice production to reduce pollution and loss of remaining wetlands. Agroecological engineering...","Wetland conservation,Wetland,Sustainable agriculture,Pollution,Environmental science,Environmental resource management,Environmental pollution,Environmental engineering,Conservation agriculture,Agroecology,Agriculture,Water quality,Phosphorus,Nitrogen,Political science,Globalization,Environmental protection,Public policy,Natural resource economics,Environmental protection,Phosphorus,Natural environment,Essential nutrient,Water environment,Sustainable agriculture,Sustainability,Water scarcity,Population,Per capita,Wetland,Swamp,Marsh,Sustainability,Reuse,Natural resource economics,Wetland reclamation,Wetland conservation,Wetland,Wetland,Sustainability,Peat","Hongjun Chen,Guoping Wang,Xianguo Lu,Ming Jiang,Irving A. Mendelssohn,Daniel J. Conley,Hans W. Paerl,Robert W. Howarth,Donald F. Boesch,Sybil P. Seitzinger,Jianguo Liu,Jared Diamond,Elizabeth C. Economy,James Elser,Elena Bennett,Jian Xie,Liangliang Hu,Jianjun Tang,Xue Wu,Nana Li,Shaobing Peng,Qiyuan Tang,Yingbin Zou,ZhenGuo Niu,HaiYing Zhang,XianWei Wang,WenBo Yao,DeMin Zhou,Jianguo Liu,Shuqing An,Harbin Li,Baohua Guan,Changfang Zhou,Zhongsheng Wang,Jos T. A. Verhoeven,Tim L. Setter",http://europepmc.org/abstract/MED/25955310,8,Agroecology Carbon Market Mitigation Credit
1423,Community development through agroecotourism in Cuba: an application of the community capitals framework,2017-01-01,Journal of Ecotourism,10.1080/14724049.2016.1218498,"This study explores the relationship between a Cuban organiponico, an urban, organic cooperative farm, and the surrounding community, particularly in regard to increasing agroecotourism. This was examined through the community capitals framework which allows for the use of a systems approach to inventory and analyse assets and wealth stocks within the community. Individual interviews were conducted in the summer of 2013 with members of the farm cooperative to explore the relationship between the farm and the community, and the way tourism to the farm has improved community capitals. Overall, this study demonstrated the ability for agroecotourism to help support goals of food security, beyond acting only as a tool for economic diversification, but also by influencing other community capitals. The study also adds to the literature on agroecotourism, tourism development in socialist contexts, and the way in which tourism can help support and grow sustainable agriculture.","Tourism,Sustainable agriculture,Socialism,Food security,Environmental resource management,Economics,Diversification (marketing strategy),Community development,Agroecology,Agriculture,Tunstall coding,Theoretical computer science,Skill development,Qualitative property,Qualitative comparative analysis,Natural language processing,Qualitative research,Qualitative property,Qualitative Evaluations,Whole food,Sustainable development,Sustainable agriculture,Social capital,Natural capital,Individual capital,Sustainable development,Resource management,Natural resource management,Social capital,Rural sociology,Rural economics,Viewpoints,Sustainable development,Sustainability,Stakeholder,Perception,Marketing,Sociology,Social network,Social infrastructure","Lauren N. Duffy,Carol Kline,Jason R. Swanson,Mechelle Best,Hunt McKinnon,Johnny Saldaña,H. Russell Bernard,Gery Wayne Ryan,Michael Quinn Patton,A. Wezel,Mary Emery,Cornelia Flora,Miguel A Altieri,Cornelia Butler Flora,Jan L. Flora,Tommy Dalgaard,Nicholas J Hutchings,John R Porter,Claudia Gil Arroyo,Carla Barbieri,Samantha Rozier Rich,Cornelia Butler Flora,Jan L. Flora",http://libres.uncg.edu/ir/listing.aspx?id=24085,12,Agroecology Carbon Market Mitigation Credit
1424,Pesticides in export and domestic agriculture: Reconsidering market orientation and pesticide use in Costa Rica,2008-01-01,Geoforum,10.1016/J.GEOFORUM.2007.12.003,"Abstract The environmental impact of agro-export production in developing countries remains an important research topic. The political economy-inspired literature on developing country agro-exports maintains that export crops are pesticide intensive – or, more generally, environmentally destructive – while local and national market crops are less pesticide intensive, or environmentally benign. If used to draw conclusions about the impact of national market versus export market expansion, this view has significant limitations, most importantly the comparison of high-commodity value export crops with low-commodity value crops for national market. To overcome this and other limitations of prior analyses, this paper addresses the question: how does market orientation influence pesticide intensity where the same crops are grown for both the national market and for export? Data from a survey of Costa Rican vegetable farmers are used to compare pesticide intensity of 27 vegetable crops, five of which are produced for both national and export markets. The general pattern that emerges is that national market vegetables are more pesticide intensive than export vegetables in the area. Yet, controlling more for the crop variable is important, and specific comparisons of the five vegetables grown for both markets – carrot, chayote, corn, green beans, and squash – illustrate that market orientation alone does not determine pesticide intensity, but that it is jointly influenced by regulatory risk, crop value, and pest susceptibility, among other factors. Continued attention to both political economy and ecological processes in “second nature” will allow political ecology to make important contributions to understanding pesticide problems and implementing agroecological solutions.","Political ecology,Pesticide,Market orientation,Globalization,Environmental impact assessment,Economics,Developing country,Agroecology,Agriculture,Agricultural economics,Qualitative research,Psychology,Medical education,Qualitative research,Psychology,Management science,Variable cost,Technological change,Small farm,Procurement,Organizational change,Marketing,Sociology,Social science,Political ecology,Sociology,Social science,Politics,Public administration,Political science,International development,Sustainability,Industrialisation,Food systems,Social science,Philosophy of science,Outline of social science,Political ecology,Pastoralism,National park","Ryan E. Galt,Colin A. Sharp,Michael Quinn Patton,G. Feder,R. Just,D. Silberman,Julio A. Berdegué,Fernando Balsevich,Luis Flores,Thomas Reardon,Peter A. Walker,J. Christopher Brown,Mark Purcell,Kelley Oj,David Goodman,Michael Watts,R. Andrew Sayer,Mark Pelling,K S Zimmerer,T J Basset",https://isiarticles.com/bundles/Article/pre/pdf/19476.pdf,31,Agroecology Carbon Market Mitigation Credit
